STATEFIP,PUMA,PUMAName,State,hhNonEnglish,hhNonEngParEngChld,hhTotal,pctNonEnglish,pctNonEngParEngChld
27,01000,"Sherburne & Benton Counties PUMA, Minnesota",Minnesota,9092,766,51711,17.6,1.5
28,00500,"Three Rivers Region--Lee, Pontotoc & Union Counties--Tupelo City PUMA; Mississippi",Mississippi,8718,830,54213,16.1,1.5
28,01300,"Central Region--Rankin & Simpson Counties PUMA, Mississippi",Mississippi,10014,1099,71447,14,1.5
29,01400,"Pulaski, Camden, Miller & Morgan Counties PUMA; Missouri",Missouri,10049,878,59671,16.8,1.5
29,02602,"Greene County--Springfield City (North) PUMA, Missouri",Missouri,8664,961,63640,13.6,1.5
31,00600,"Southeast Nebraska PUMA, Nebraska",Nebraska,9401,936,62737,15,1.5
36,00704,"Cayuga & Onondaga (South) Counties PUMA, New York",New York,7634,764,49395,15.5,1.5
36,00702,"Onondaga County (North) PUMA, New York",New York,8629,769,51710,16.7,1.5
37,04800,"Brunswick County PUMA, North Carolina",North Carolina,6804,875,57030,11.9,1.5
38,00400,"Northeast North Dakota--Grand Forks City PUMA, North Dakota",North Dakota,8903,773,52169,17.1,1.5
38,00300,"South Central North Dakota--Bismarck City PUMA, North Dakota",North Dakota,11577,934,61906,18.7,1.5
38,00500,"Cass County--Fargo City PUMA, North Dakota",North Dakota,15340,1230,81072,18.9,1.5
39,01000,"Lake County (West)--Eastlake, Wickliffe, Willoughby & Willowick Cities PUMA; Ohio",Ohio,6631,704,45520,14.6,1.5
39,01805,"Summit County (South)--Barberton, Green & New Franklin Cities PUMA; Ohio",Ohio,6019,634,42903,14,1.5
39,01700,"Portage County PUMA, Ohio",Ohio,10172,1064,68903,14.8,1.5
39,05505,"Cincinnati (East) & Norwood Cities PUMA, Ohio",Ohio,8121,767,52755,15.4,1.5
39,00100,"Defiance, Williams, Henry & Paulding Counties PUMA; Ohio",Ohio,8533,747,51439,16.6,1.5
39,01900,"Medina County PUMA, Ohio",Ohio,11018,1063,70466,15.6,1.5
39,02100,"Huron & Ashland Counties PUMA, Ohio",Ohio,6522,700,46733,14,1.5
41,00705,"Lane County (Outside Eugene & Springfield Cities) PUMA, Oregon",Oregon,5969,691,44909,13.3,1.5
42,03602,"York County (North)--Weigelstown PUMA, Pennsylvania",Pennsylvania,7353,784,51479,14.3,1.5
42,03206,"Philadelphia City (Northwest) PUMA, Pennsylvania",Pennsylvania,11454,1010,65188,17.6,1.5
42,03208,"Philadelphia City (West) PUMA, Pennsylvania",Pennsylvania,11414,879,57576,19.8,1.5
45,01600,"Greenwood, Abbeville & McCormick Counties PUMA; South Carolina",South Carolina,6035,698,45869,13.2,1.5
45,00400,"Cherokee, Newberry, Chester & Union Counties PUMA; South Carolina",South Carolina,7947,905,62180,12.8,1.5
48,01100,"Ark-Tex COG (East)--Bowie & Cass Counties PUMA, Texas",Texas,7981,788,51940,15.4,1.5
51,51040,"New River Valley Planning District Commission PUMA, Virginia",Virginia,12061,1269,82843,14.6,1.5
51,51095,"Virginia's Region 2000 (North)--Bedford, Amherst, Appomattox Counties & Bedford City PUMA; Virginia",Virginia,6457,791,51133,12.6,1.5
53,11603,"Seattle City (Downtown)--Queen Anne & Magnolia PUMA, Washington",Washington,23424,1356,91165,25.7,1.5
55,01601,"Central Sands--Wood, Portage, Juneau & Adams Counties PUMA; Wisconsin",Wisconsin,11500,1318,88055,13.1,1.5
55,70101,"Waukesha County (West) PUMA, Wisconsin",Wisconsin,6399,671,46053,13.9,1.5
55,01000,"Sauk & Columbia Counties PUMA, Wisconsin",Wisconsin,7940,797,52482,15.1,1.5
01,01305,"Jefferson County (West)--Bessemer, Hueytown & Pleasant Grove Cities PUMA; Alabama",Alabama,6254,613,44989,13.9,1.4
01,02702,"Mobile City (West) PUMA, Alabama",Alabama,6937,667,47827,14.5,1.4
01,02300,"Coffee, Covington, Butler & Crenshaw Counties PUMA; Alabama",Alabama,7078,674,48098,14.7,1.4
05,00300,"Baxter, Boone, Carroll, Marion, Madison, Newton & Searcy Counties PUMA; Arkansas",Arkansas,8857,896,65582,13.5,1.4
11,00104,"District of Columbia (East) PUMA, District of Columbia",District of Columbia,11175,908,65181,17.1,1.4
13,03200,"Georgia Mountains Regional Commission (North & Northwest) PUMA, Georgia",Georgia,7695,794,57664,13.3,1.4
17,01300,"Sangamon County--Springfield City PUMA, Illinois",Illinois,14094,1220,87813,16.1,1.4
17,00202,"Henry, Mercer, Henderson, Warren, Hancock, McDonough & Fulton Counties PUMA; Illinois",Illinois,10133,1048,77512,13.1,1.4
18,01900,"Madison County--Anderson City PUMA, Indiana",Indiana,7882,806,57208,13.8,1.4
19,02100,"Southwest Iowa--Council Bluffs City PUMA, Iowa",Iowa,10873,1096,77949,13.9,1.4
21,02400,"Northern Kentucky Area Development District (North Central)--Kenton County PUMA, Kentucky",Kentucky,11225,934,66543,16.9,1.4
22,02401,"Regional Planning Commission 7--New Orleans City (Central) PUMA, Louisiana",Louisiana,8638,776,55717,15.5,1.4
22,00200,"Coordinating & Development Corporation 3--Bossier & Webster Parishes PUMA, Louisiana",Louisiana,11839,987,69659,17,1.4
23,00100,"Northeast Maine--Aroostook & Washington Counties PUMA, Maine",Maine,10462,634,46779,22.4,1.4
26,02800,"Livingston County PUMA, Michigan",Michigan,10396,1004,73197,14.2,1.4
26,03004,"Macomb County (Southeast)--Mount Clemens & Fraser Area PUMA, Michigan",Michigan,10995,1008,70792,15.5,1.4
26,01004,"Kent County (North) PUMA, Michigan",Michigan,8129,677,47053,17.3,1.4
27,00700,"Crow Wing, Morrison, Todd & Wadena Counties PUMA; Minnesota",Minnesota,7864,789,57937,13.6,1.4
28,01700,"South Region--Jones, Wayne, Covington, Greene & Jefferson Davis Counties PUMA; Mississippi",Mississippi,7517,753,54165,13.9,1.4
29,01100,"Cass & Bates Counties PUMA, Missouri",Missouri,7012,643,47477,14.8,1.4
29,01200,"Lawrence, Henry, Vernon, Cedar, Barton, St. Clair & Dade Counties PUMA; Missouri",Missouri,7181,718,52557,13.7,1.4
36,00100,"St. Lawrence County PUMA, New York",New York,9065,747,53911,16.8,1.4
36,02100,"Columbia & Greene Counties PUMA, New York",New York,7270,678,47463,15.3,1.4
39,04200,"Pickaway, Union & Madison Counties PUMA; Ohio",Ohio,10257,943,68174,15,1.4
39,04601,"Montgomery County (West)--Miamisburg & West Carrollton Cities PUMA, Ohio",Ohio,7025,650,47165,14.9,1.4
39,05502,"Hamilton County (Central)--Forest Park City, White Oak, Bridgetown & Finneytown PUMA; Ohio",Ohio,9851,843,61557,16,1.4
39,00802,"Lorain County (South)--Avon, Avon Lake & North Ridgeville Cities PUMA; Ohio",Ohio,10177,1002,73641,13.8,1.4
45,00200,"Anderson County--Anderson City PUMA, South Carolina",South Carolina,11980,1093,79176,15.1,1.4
45,01101,"Horry County (West & North)--Conway City & Red Hill PUMA, South Carolina",South Carolina,7935,857,61884,12.8,1.4
46,00500,"Southeast South Dakota (Outside Sioux Falls City) PUMA, South Dakota",South Dakota,9337,782,57869,16.1,1.4
51,51215,"Hanover, Powhatan, Goochland, New Kent, King William & Charles City Counties PUMA; Virginia",Virginia,10666,1123,80609,13.2,1.4
56,00200,"Campbell, Goshen, Platte, Johnson, Washakie, Weston, Crook & Niobrara Counties PUMA; Wyoming",Wyoming,6878,596,43022,16,1.4
01,00900,"Etowah County PUMA, Alabama",Alabama,5882,505,40263,14.6,1.3
05,01600,"Garland, Hot Spring, Clark & Montgomery Counties PUMA; Arkansas",Arkansas,9156,901,72070,12.7,1.3
08,00814,"Denver City (South Central) PUMA, Colorado",Colorado,9797,836,62528,15.7,1.3
12,03301,"Escambia County (North) PUMA, Florida",Florida,7788,679,50837,15.3,1.3
13,01007,"Atlanta Regional Commission (Central)--Fulton County (East)--Atlanta City (Southeast) PUMA, Georgia",Georgia,13115,978,77646,16.9,1.3
17,00600,"Douglas, Edgar, Coles & Cumberland Counties PUMA; Illinois",Illinois,6587,573,45191,14.6,1.3
17,03531,"Chicago City (South)--Auburn Gresham, Roseland, Chatham, Avalon Park & Burnside PUMA; Illinois",Illinois,6573,649,50565,13,1.3
18,02600,"Wayne, Fayette, Rush & Union Counties PUMA; Indiana",Indiana,7003,643,49384,14.2,1.3
18,03200,"Warrick, Gibson & Posey Counties PUMA; Indiana",Indiana,7196,668,49729,14.5,1.3
19,00200,"Cerro Gordo, Floyd, Kossuth, Hancock, Winnebago, Mitchell & Worth Counties PUMA; Iowa",Iowa,6325,661,52853,12,1.3
19,00400,"Bremer, Winneshiek, Fayette, Clayton, Allamakee, Chickasaw & Howard Counties PUMA; Iowa",Iowa,7074,712,54263,13,1.3
20,01500,"Southeast Kansas PUMA, Kansas",Kansas,7777,749,55925,13.9,1.3
21,02600,"Northern Kentucky Area Development District (Southeast) PUMA, Kentucky",Kentucky,10425,855,67463,15.5,1.3
21,00400,"Barren River Area Development District (Outer) PUMA, Kentucky",Kentucky,10500,886,70534,14.9,1.3
22,01502,"Capital Region Planning Commission 4--East Baton Rouge Parish (North) PUMA, Louisiana",Louisiana,6966,635,48531,14.4,1.3
26,01600,"Tuscola, Sanilac & Huron Counties PUMA; Michigan",Michigan,7193,718,55175,13,1.3
26,00500,"Northwest Lower Peninsula (West) PUMA, Michigan",Michigan,8264,876,66989,12.3,1.3
27,01800,"Wright County PUMA, Minnesota",Minnesota,8670,665,49342,17.6,1.3
28,01000,"Central Region--Jackson (West & South) & Clinton (South & East) Cities PUMA, Mississippi",Mississippi,6705,548,43353,15.5,1.3
29,01500,"Phelps, Crawford, Dent, Gasconade & Maries Counties PUMA; Missouri",Missouri,6602,627,47962,13.8,1.3
30,00400,"North Central Montana--Great Falls City PUMA, Montana",Montana,9443,844,64838,14.6,1.3
30,00500,"South Central Montana--Bozeman City PUMA, Montana",Montana,8479,825,65888,12.9,1.3
36,00200,"Clinton, Franklin, Essex & Hamilton Counties PUMA; New York",New York,13786,1100,83872,16.4,1.3
36,01101,"Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area PUMA, New York",New York,7081,627,46725,15.2,1.3
36,00600,"Oswego County PUMA, New York",New York,7677,641,50813,15.1,1.3
36,02202,"Broome (Outer West) & Tioga Counties PUMA, New York",New York,5583,572,43540,12.8,1.3
39,03800,"Licking County PUMA, Ohio",Ohio,10746,849,67862,15.8,1.3
39,02800,"Marion, Knox & Morrow Counties PUMA; Ohio",Ohio,10951,891,70390,15.6,1.3
40,01302,"Muskogee, Okmulgee, Wagoner (East) & McIntosh Counties PUMA; Oklahoma",Oklahoma,9133,854,63316,14.4,1.3
42,02600,"Schuylkill County PUMA, Pennsylvania",Pennsylvania,9629,856,65852,14.6,1.3
42,00702,"Lackawanna (Outside Greater Scranton City) & Wyoming Counties PUMA, Pennsylvania",Pennsylvania,7905,720,55014,14.4,1.3
42,04001,"Washington County (North)--Washington City PUMA, Pennsylvania",Pennsylvania,8097,813,62452,13,1.3
42,01000,"Northumberland & Montour Counties PUMA, Pennsylvania",Pennsylvania,6176,663,51370,12,1.3
51,51235,"Richmond City PUMA, Virginia",Virginia,16929,1317,100958,16.8,1.3
55,00800,"Grant, Green, Iowa, Richland & Lafayette Counties PUMA; Wisconsin",Wisconsin,8809,804,63806,13.8,1.3
01,01100,"Calhoun County PUMA, Alabama",Alabama,7127,585,47939,14.9,1.2
01,02500,"Houston, Dale, Geneva & Henry Counties--Dothan City PUMA; Alabama",Alabama,10820,932,78033,13.9,1.2
01,01301,"Birmingham City (West) PUMA, Alabama",Alabama,5173,500,41677,12.4,1.2
01,01302,"Birmingham City (East) PUMA, Alabama",Alabama,6711,595,50937,13.2,1.2
01,01600,"Tuscaloosa & Northport (Southeast) Cities PUMA, Alabama",Alabama,7250,615,52037,13.9,1.2
05,00500,"Craighead (West), Greene, Randolph, Lawrence & Clay Counties PUMA; Arkansas",Arkansas,12948,976,80527,16.1,1.2
05,01900,"South Central Arkansas PUMA, Arkansas",Arkansas,5230,511,42670,12.3,1.2
13,01800,"River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties) PUMA, Georgia",Georgia,10531,873,70555,14.9,1.2
13,04000,"Central Savannah River Area Regional Commission (East Central)--Richmond County PUMA, Georgia",Georgia,13809,994,81382,17,1.2
13,01300,"Heart of Georgia Altamaha Regional Commission (North & West) PUMA, Georgia",Georgia,7521,726,58685,12.8,1.2
13,01600,"Middle Georgia Regional Commission (North & Outside Bibb County) PUMA, Georgia",Georgia,8944,933,74649,12,1.2
16,00100,"Bonner, Latah, Shoshone, Boundary, Benewah & Kootenai (Southeast) Counties PUMA; Idaho",Idaho,7680,623,53097,14.5,1.2
18,03500,"Floyd, Harrison & Washington Counties PUMA; Indiana",Indiana,7809,653,56708,13.8,1.2
20,00802,"Shawnee (Outside Topeka City), Osage, Jackson, Brown & Wabaunsee Counties PUMA; Kansas",Kansas,6954,613,49207,14.1,1.2
21,00700,"Lake Cumberland Area Development District (East) PUMA, Kentucky",Kentucky,5645,512,42817,13.2,1.2
21,01702,"KIPDA Area Development District (West)--Louisville/Jefferson County (North Central) PUMA, Kentucky",Kentucky,7953,702,59884,13.3,1.2
22,00101,"Coordinating & Development Corporation 2--Shreveport City (South) PUMA, Louisiana",Louisiana,7388,586,49773,14.8,1.2
23,00700,"Sagadahoc & Cumberland (North) Counties--Bath City & Brunswick PUMA, Maine",Maine,6400,585,46946,13.6,1.2
25,04902,"Plymouth County (Central) PUMA, Massachusetts",Massachusetts,6671,499,41775,16,1.2
27,00400,"St. Louis (North), Koochiching, Lake & Cook Counties--Hibbing & Cloquet Cities PUMA; Minnesota",Minnesota,7531,721,60720,12.4,1.2
27,00200,"Beltrami, Becker, Hubbard, Clearwater, Mahnomen & Lake of the Woods Counties PUMA; Minnesota",Minnesota,6820,592,49620,13.7,1.2
27,02200,"Blue Earth, Nicollet & Waseca Counties--Mankato City PUMA; Minnesota",Minnesota,9611,639,54529,17.6,1.2
28,00200,"Northeast Region--Marshall, Alcorn, Prentiss, Tippah, Tishomingo & Benton Counties PUMA; Mississippi",Mississippi,7623,686,59560,12.8,1.2
28,00400,"Three Rivers Region--Lafayette, Monroe, Itawamba, Chickasaw & Calhoun Counties PUMA; Mississippi",Mississippi,7704,757,60580,12.7,1.2
29,00100,"Northwest Missouri PUMA, Missouri",Missouri,6375,606,49486,12.9,1.2
36,02203,"Chenango, Delaware & Broome (East) Counties PUMA; New York",New York,7149,558,48107,14.9,1.2
36,01000,"Genesee & Orleans Counties PUMA, New York",New York,5926,541,44409,13.3,1.2
36,02402,"Steuben (North & West), Schuyler & Chemung (North) Counties PUMA; New York",New York,5271,479,41536,12.7,1.2
37,03001,"Gaston County (Northwest)--Mount Holly City PUMA, North Carolina",North Carolina,6779,518,41524,16.3,1.2
37,02400,"Jackson (South), Macon, Cherokee & Clay Counties PUMA; North Carolina",North Carolina,5844,611,52563,11.1,1.2
39,00909,"Cuyahoga County (Northeast)--Euclid, Cleveland Heights & South Euclid Cities PUMA; Ohio",Ohio,12336,845,67622,18.2,1.2
39,04300,"Clark County PUMA, Ohio",Ohio,7918,695,57549,13.8,1.2
39,05504,"Cincinnati City (Central) PUMA, Ohio",Ohio,10203,756,65288,15.6,1.2
39,04400,"Miami County PUMA, Ohio",Ohio,4860,497,42142,11.5,1.2
39,03100,"Stark County (West)--Massillon City PUMA, Ohio",Ohio,7264,688,58463,12.4,1.2
42,00900,"Lycoming & Clinton Counties PUMA, Pennsylvania",Pennsylvania,8679,816,68287,12.7,1.2
45,00800,"Sumter, Clarendon, Williamsburg & Lee Counties--Sumter City PUMA; South Carolina",South Carolina,11844,1008,81053,14.6,1.2
45,00900,"Florence & Darlington Counties--Florence City PUMA, South Carolina",South Carolina,11814,1005,83026,14.2,1.2
47,03000,"Madison & Chester Counties--Jackson City PUMA, Tennessee",Tennessee,6717,605,49284,13.6,1.2
47,00700,"Putnam, Overton, Jackson, Clay & Pickett Counties PUMA; Tennessee",Tennessee,7116,674,54482,13.1,1.2
47,01601,"Anderson, Union & Knox (North) Counties--Oak Ridge (East) & Clinton Cities PUMA; Tennessee",Tennessee,5850,505,43880,13.3,1.2
47,01602,"Knox County (East) PUMA, Tennessee",Tennessee,5953,535,45918,13,1.2
51,51155,"Portsmouth & Norfolk (Southwest) Cities PUMA, Virginia",Virginia,7814,579,49597,15.8,1.2
51,51096,"Virginia's Region 2000 (South)--Campbell County & Lynchburg City PUMA, Virginia",Virginia,8817,747,62776,14,1.2
51,51020,"Mount Rogers Planning District Commission PUMA, Virginia",Virginia,9260,987,84038,11,1.2
05,01700,"Jefferson, Grant & Arkansas (Northwest) Counties PUMA; Arkansas",Arkansas,5520,488,44233,12.5,1.1
08,00600,"Fremont, Chaffee, Park, Lake, Huerfano, Pueblo (Southwest) & Custer Counties PUMA; Colorado",Colorado,8021,607,56078,14.3,1.1
11,00105,"District of Columbia (Central) PUMA, District of Columbia",District of Columbia,22474,1100,95911,23.4,1.1
13,01900,"Three Rivers Regional Commission (East) PUMA, Georgia",Georgia,8059,646,61472,13.1,1.1
17,03525,"Chicago City (Central)--Near North Side, Loop & Near South Side PUMA; Illinois",Illinois,25323,1044,99007,25.6,1.1
18,03400,"Dubois, Knox, Spencer, Perry, Pike & Crawford Counties PUMA; Indiana",Indiana,8197,693,61747,13.3,1.1
21,01701,"KIPDA Area Development District (West)--Louisville/Jefferson County (Northwest) PUMA, Kentucky",Kentucky,8108,646,57288,14.2,1.1
21,01600,"KIPDA Area Development District (Southeast) PUMA, Kentucky",Kentucky,6169,465,43912,14,1.1
22,00100,"Coordinating & Development Corporation 1--Shreveport City (North) PUMA, Louisiana",Louisiana,7234,560,51042,14.2,1.1
22,00400,"North Delta Regional Planning & Development District 1--Ouachita Parish PUMA, Louisiana",Louisiana,9632,698,63429,15.2,1.1
26,01200,"Isabella, Gratiot & Clare Counties PUMA; Michigan",Michigan,8277,742,65162,12.7,1.1
26,02500,"Lenawee & Hillsdale Counties PUMA, Michigan",Michigan,9470,711,63262,15,1.1
26,03100,"St. Clair County PUMA, Michigan",Michigan,9192,754,66693,13.8,1.1
26,01701,"Genesee (East) & Lapeer Counties PUMA, Michigan",Michigan,10391,823,75902,13.7,1.1
27,00800,"West Central Minnesota PUMA, Minnesota",Minnesota,8894,701,66625,13.3,1.1
27,00300,"Itasca, Carlton (South), Cass & Aitkin Counties--Grand Rapids City PUMA; Minnesota",Minnesota,7377,623,56827,13,1.1
28,01500,"East Central Region--Lauderdale, Newton & Clarke Counties--Meridian City PUMA; Mississippi",Mississippi,6182,546,48458,12.8,1.1
28,01800,"South Region--Forrest, Lamar, Marion & Perry Counties--Hattiesburg City PUMA; Mississippi",Mississippi,10610,790,68969,15.4,1.1
29,00200,"Buchanan, Andrew & DeKalb Counties PUMA; Missouri",Missouri,7321,554,51511,14.2,1.1
30,00200,"West Montana--Missoula City PUMA, Montana",Montana,12675,972,90030,14.1,1.1
33,00100,"Northern New Hampshire--Grafton & Coos Counties PUMA, New Hampshire",New Hampshire,9527,613,57433,16.6,1.1
36,00403,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA; New York",New York,7588,577,50816,14.9,1.1
36,01300,"Livingston & Wyoming Counties PUMA, New York",New York,7996,552,48675,16.4,1.1
37,00100,"Boone High Country--Watauga, Ashe, Yancey, Avery & Mitchell Counties PUMA; North Carolina",North Carolina,7352,715,63767,11.5,1.1
39,04602,"Montgomery County (Northeast)--Huber Heights, Trotwood, Vandalia & Englewood Cities PUMA; Ohio",Ohio,8290,626,55921,14.8,1.1
39,04800,"Ross & Fayette Counties PUMA, Ohio",Ohio,5905,502,47222,12.5,1.1
40,01501,"Payne, Seminole, Creek (Southwest), Hughes & Okfuskee Counties--Stillwater City PUMA; Oklahoma",Oklahoma,11523,770,67891,17,1.1
41,00800,"Josephine, Coos & Curry Counties PUMA; Oregon",Oregon,9477,812,76576,12.4,1.1
41,01000,"Douglas County PUMA, Oregon",Oregon,6152,518,47179,13,1.1
42,00200,"Crawford & Warren Counties PUMA, Pennsylvania",Pennsylvania,7185,632,56426,12.7,1.1
42,00102,"Erie County (Outer) PUMA, Pennsylvania",Pennsylvania,9461,828,75296,12.6,1.1
42,01502,"Beaver County (South) PUMA, Pennsylvania",Pennsylvania,9299,720,67708,13.7,1.1
42,01805,"Allegheny County (Southeast)--West Mifflin Borough, McKeesport City & Munhall Borough PUMA; Pennsylvania",Pennsylvania,7033,604,52645,13.4,1.1
45,01202,"Charleston (South & West) & Berkeley (South) Counties--Charleston City PUMA, South Carolina",South Carolina,13325,986,92977,14.3,1.1
46,00100,"West South Dakota--Rapid City PUMA, South Dakota",South Dakota,13057,887,83311,15.7,1.1
47,02800,"Lawrence, Giles, Wayne, Lewis & Perry Counties PUMA; Tennessee",Tennessee,5698,472,44882,12.7,1.1
47,01300,"Washington County--Johnson City PUMA, Tennessee",Tennessee,7815,624,58899,13.3,1.1
47,02200,"Coffee, Franklin, Lincoln & Moore Counties PUMA; Tennessee",Tennessee,7661,633,57230,13.4,1.1
50,00200,"Northeast Vermont--Washington, Caledonia, Orleans, Lamoille & Essex Counties PUMA; Vermont",Vermont,9687,747,67254,14.4,1.1
12,01701,"Citrus County PUMA, Florida",Florida,8461,670,66400,12.7,1
18,01400,"Grant, Miami & Wabash Counties PUMA; Indiana",Indiana,7933,620,62744,12.6,1
18,03300,"Vanderburgh County--Evansville City PUMA, Indiana",Indiana,11637,838,82284,14.1,1
